date,time,c,f
12/08/2019,21:33:17,23.562,74.412
12/08/2019,21:38:17,23.5,74.3
12/08/2019,21:43:17,23.562,74.412
12/08/2019,21:48:17,23.562,74.412
12/08/2019,21:53:17,23.562,74.412
12/08/2019,21:58:17,23.625,74.525
12/08/2019,22:03:18,23.5,74.3
12/08/2019,22:08:18,23.437,74.187
12/08/2019,22:13:18,23.562,74.412
12/08/2019,22:18:18,23.562,74.412
12/08/2019,22:23:18,23.5,74.3
12/08/2019,22:28:18,23.5,74.3
12/08/2019,22:33:18,23.5,74.3
12/08/2019,22:38:18,23.562,74.412
12/08/2019,22:43:18,23.562,74.412
12/08/2019,22:48:18,23.562,74.412
12/08/2019,22:53:18,23.562,74.412
12/08/2019,22:58:18,23.625,74.525
12/08/2019,23:03:18,23.625,74.525
12/08/2019,23:08:18,23.375,74.075
12/08/2019,23:13:18,23.437,74.187
12/08/2019,23:18:18,23.562,74.412
12/08/2019,23:23:18,23.5,74.3
12/08/2019,23:28:18,23.5,74.3
12/08/2019,23:33:18,23.562,74.412
12/08/2019,23:38:18,23.562,74.412
12/08/2019,23:43:18,23.562,74.412
12/08/2019,23:48:18,23.625,74.525
12/08/2019,23:53:18,23.5,74.3
12/08/2019,23:58:18,23.562,74.412
12/09/2019,00:03:18,23.625,74.525
12/09/2019,00:08:18,23.625,74.525
12/09/2019,00:13:18,23.437,74.187
12/09/2019,00:18:18,23.5,74.3
12/09/2019,00:23:18,23.625,74.525
12/09/2019,00:28:18,23.687,74.637
12/09/2019,00:33:18,23.625,74.525
12/09/2019,00:38:18,23.687,74.637
12/09/2019,00:43:18,23.562,74.412
12/09/2019,00:48:18,23.625,74.525
12/09/2019,00:53:18,23.562,74.412
12/09/2019,00:58:18,23.687,74.637
12/09/2019,01:03:18,23.562,74.412
12/09/2019,01:08:17,23.5,74.3
12/09/2019,01:13:17,23.625,74.525
12/09/2019,01:18:17,23.625,74.525
12/09/2019,01:23:17,23.625,74.525
12/09/2019,01:28:17,23.625,74.525
12/09/2019,01:33:17,23.562,74.412
12/09/2019,01:38:17,23.625,74.525
12/09/2019,01:43:17,23.625,74.525
12/09/2019,01:48:17,23.625,74.525
12/09/2019,01:53:17,23.625,74.525
12/09/2019,01:58:17,23.625,74.525
12/09/2019,02:03:17,23.625,74.525
12/09/2019,02:08:17,23.562,74.412
12/09/2019,02:13:17,23.687,74.637
12/09/2019,02:18:17,23.562,74.412
12/09/2019,02:23:18,23.437,74.187
12/09/2019,02:28:18,23.437,74.187
12/09/2019,02:33:18,23.562,74.412
12/09/2019,02:38:18,23.562,74.412
12/09/2019,02:43:18,23.562,74.412
12/09/2019,02:48:18,23.562,74.412
12/09/2019,02:53:18,23.437,74.187
12/09/2019,02:58:18,23.562,74.412
12/09/2019,03:03:18,23.625,74.525
12/09/2019,03:08:18,23.5,74.3
12/09/2019,03:13:18,23.625,74.525
12/09/2019,03:18:18,23.687,74.637
12/09/2019,03:23:18,23.562,74.412
12/09/2019,03:28:18,23.562,74.412
12/09/2019,03:33:18,23.562,74.412
12/09/2019,03:38:18,23.562,74.412
12/09/2019,03:43:18,23.562,74.412
12/09/2019,03:48:18,23.5,74.3
12/09/2019,03:53:18,23.5,74.3
12/09/2019,03:58:18,23.625,74.525
12/09/2019,04:03:17,23.562,74.412
12/09/2019,04:08:18,23.625,74.525
12/09/2019,04:13:18,23.625,74.525
12/09/2019,04:18:18,23.562,74.412
12/09/2019,04:23:18,23.562,74.412
12/09/2019,04:28:18,23.687,74.637
12/09/2019,04:33:18,23.562,74.412
12/09/2019,04:38:18,23.562,74.412
12/09/2019,04:43:18,23.625,74.525
12/09/2019,04:48:18,23.625,74.525
12/09/2019,04:53:18,23.687,74.637
12/09/2019,04:58:18,23.687,74.637
12/09/2019,05:03:18,23.625,74.525
12/09/2019,05:08:18,23.625,74.525
12/09/2019,05:13:18,23.75,74.75
12/09/2019,05:18:18,23.562,74.412
12/09/2019,05:23:18,23.562,74.412
12/09/2019,05:28:18,23.625,74.525
12/09/2019,05:33:18,23.562,74.412
12/09/2019,05:38:18,23.75,74.75
12/09/2019,05:43:18,23.625,74.525
12/09/2019,05:48:18,23.687,74.637
12/09/2019,05:53:18,23.75,74.75
12/09/2019,05:58:18,23.625,74.525
12/09/2019,06:03:18,23.5,74.3
12/09/2019,06:08:18,23.625,74.525
12/09/2019,06:13:18,23.687,74.637
12/09/2019,06:18:18,23.375,74.075
12/09/2019,06:23:18,23.562,74.412
12/09/2019,06:28:18,23.562,74.412
12/09/2019,06:33:18,23.437,74.187
12/09/2019,06:38:18,23.625,74.525
12/09/2019,06:43:18,23.5,74.3
12/09/2019,06:48:18,23.625,74.525
12/09/2019,06:53:18,23.625,74.525
12/09/2019,06:58:18,23.687,74.637
12/09/2019,07:03:18,23.562,74.412
12/09/2019,07:08:18,23.687,74.637
12/09/2019,07:13:19,23.562,74.412
12/09/2019,07:18:19,23.562,74.412
12/09/2019,07:23:19,23.562,74.412
12/09/2019,07:28:19,23.562,74.412
12/09/2019,07:33:19,23.562,74.412
12/09/2019,07:38:19,23.625,74.525
12/09/2019,07:43:19,23.687,74.637
12/09/2019,07:48:19,23.687,74.637
12/09/2019,07:53:19,23.75,74.75
12/09/2019,07:58:19,23.875,74.975
12/09/2019,08:03:19,23.75,74.75
12/09/2019,08:08:19,23.75,74.75
12/09/2019,08:13:19,23.812,74.862
12/09/2019,08:18:19,23.812,74.862
12/09/2019,08:23:19,23.812,74.862
12/09/2019,08:28:19,23.687,74.637
12/09/2019,08:33:19,23.687,74.637
12/09/2019,08:38:19,23.625,74.525
12/09/2019,08:43:18,23.625,74.525
12/09/2019,08:48:18,23.625,74.525
12/09/2019,08:53:18,23.562,74.412
12/09/2019,08:58:18,23.625,74.525
12/09/2019,09:03:18,23.687,74.637
12/09/2019,09:08:18,23.812,74.862
12/09/2019,09:13:18,23.875,74.975
12/09/2019,09:18:18,23.875,74.975
12/09/2019,09:23:18,23.875,74.975
12/09/2019,09:28:18,23.937,75.087
12/09/2019,09:33:18,23.875,74.975
12/09/2019,09:38:18,23.875,74.975
12/09/2019,09:43:18,23.937,75.087
12/09/2019,09:48:18,23.875,74.975
12/09/2019,09:53:18,23.875,74.975
12/09/2019,09:58:18,23.812,74.862
12/09/2019,10:03:18,23.875,74.975
12/09/2019,10:08:18,23.937,75.087
12/09/2019,10:13:18,24.062,75.312
12/09/2019,10:18:18,24.062,75.312
12/09/2019,10:23:18,24.062,75.312
12/09/2019,10:28:18,24.062,75.312
12/09/2019,10:33:18,24.0,75.2
12/09/2019,10:38:18,23.875,74.975
12/09/2019,10:43:18,23.937,75.087
12/09/2019,10:48:18,23.937,75.087
12/09/2019,10:53:18,24.0,75.2
12/09/2019,10:58:18,24.0,75.2
12/09/2019,11:03:18,23.937,75.087
12/09/2019,11:08:18,23.937,75.087
12/09/2019,11:13:18,24.0,75.2
12/09/2019,11:18:18,24.062,75.312
12/09/2019,11:23:18,24.062,75.312
12/09/2019,11:28:18,24.0,75.2
12/09/2019,11:33:18,24.0,75.2
12/09/2019,11:38:18,23.937,75.087
12/09/2019,11:43:18,24.062,75.312
12/09/2019,11:48:18,24.0,75.2
12/09/2019,11:53:18,24.0,75.2
12/09/2019,11:58:18,24.0,75.2
12/09/2019,12:03:18,23.937,75.087
12/09/2019,12:08:18,23.812,74.862
12/09/2019,12:13:18,23.875,74.975
12/09/2019,12:18:18,24.0,75.2
12/09/2019,12:23:18,23.937,75.087
12/09/2019,12:28:18,24.0,75.2
12/09/2019,12:33:18,24.0,75.2
12/09/2019,12:38:18,24.0,75.2
12/09/2019,12:43:18,24.125,75.425
12/09/2019,12:48:18,24.0,75.2
12/09/2019,12:53:18,24.062,75.312
12/09/2019,12:58:18,24.062,75.312
12/09/2019,13:03:18,24.0,75.2
12/09/2019,13:08:18,24.125,75.425
12/09/2019,13:13:18,24.062,75.312
12/09/2019,13:18:18,24.0,75.2
12/09/2019,13:23:18,23.937,75.087
12/09/2019,13:28:18,24.0,75.2
12/09/2019,13:33:18,24.125,75.425
12/09/2019,13:38:18,24.062,75.312
12/09/2019,13:43:18,24.125,75.425
12/09/2019,13:48:18,24.125,75.425
12/09/2019,13:53:18,24.062,75.312
12/09/2019,13:58:17,24.187,75.537
12/09/2019,14:03:17,24.125,75.425
12/09/2019,14:08:17,24.062,75.312
12/09/2019,14:13:17,24.125,75.425
12/09/2019,14:18:17,24.062,75.312
12/09/2019,14:23:17,24.062,75.312
12/09/2019,14:28:17,24.0,75.2
12/09/2019,14:33:17,24.125,75.425
12/09/2019,14:38:17,24.25,75.65
12/09/2019,14:43:17,24.187,75.537
12/09/2019,14:48:17,24.062,75.312
12/09/2019,14:53:17,24.062,75.312
12/09/2019,14:58:17,24.125,75.425
12/09/2019,15:03:17,24.062,75.312
12/09/2019,15:08:17,24.062,75.312
12/09/2019,15:13:17,24.0,75.2
12/09/2019,15:18:17,24.062,75.312
12/09/2019,15:23:17,24.0,75.2
12/09/2019,15:28:17,24.0,75.2
12/09/2019,15:33:17,24.062,75.312
12/09/2019,15:38:17,23.937,75.087
12/09/2019,15:43:17,23.937,75.087
12/09/2019,15:48:17,24.125,75.425
12/09/2019,15:53:17,24.125,75.425
12/09/2019,15:58:17,24.062,75.312
12/09/2019,16:03:17,24.125,75.425
12/09/2019,16:08:17,24.062,75.312
12/09/2019,16:13:17,24.062,75.312
12/09/2019,16:18:17,24.062,75.312
12/09/2019,16:23:17,24.062,75.312
12/09/2019,16:28:17,24.25,75.65
12/09/2019,16:33:17,24.062,75.312
12/09/2019,16:38:17,24.125,75.425
12/09/2019,16:43:17,24.187,75.537
12/09/2019,16:48:17,24.187,75.537
12/09/2019,16:53:17,24.062,75.312
12/09/2019,16:58:17,24.062,75.312
12/09/2019,17:03:17,24.125,75.425
12/09/2019,17:08:17,24.0,75.2
12/09/2019,17:13:17,24.0,75.2
12/09/2019,17:18:17,24.062,75.312
12/09/2019,17:23:17,24.125,75.425
12/09/2019,17:28:17,24.187,75.537
12/09/2019,17:33:17,24.187,75.537
12/09/2019,17:38:17,24.125,75.425
12/09/2019,17:43:17,24.125,75.425
12/09/2019,17:48:17,24.125,75.425
12/09/2019,17:53:17,24.0,75.2
12/09/2019,17:58:17,24.062,75.312
12/09/2019,18:03:17,24.125,75.425
12/09/2019,18:08:16,24.187,75.537
12/09/2019,18:13:16,24.187,75.537
12/09/2019,18:18:16,24.312,75.762
12/09/2019,18:23:16,24.25,75.65
12/09/2019,18:28:16,24.25,75.65
12/09/2019,18:33:16,24.312,75.762
12/09/2019,18:38:16,24.312,75.762
12/09/2019,18:43:16,24.375,75.875
12/09/2019,18:48:16,24.312,75.762
12/09/2019,18:53:16,24.375,75.875
12/09/2019,18:58:16,24.187,75.537
12/09/2019,19:03:16,24.25,75.65
12/09/2019,19:08:16,24.312,75.762
12/09/2019,19:13:16,24.312,75.762
12/09/2019,19:18:16,24.25,75.65
12/09/2019,19:23:16,24.312,75.762
12/09/2019,19:28:16,24.25,75.65
12/09/2019,19:33:16,24.25,75.65
12/09/2019,19:38:16,24.25,75.65
12/09/2019,19:43:16,24.25,75.65
12/09/2019,19:48:16,24.187,75.537
12/09/2019,19:53:16,24.25,75.65
12/09/2019,19:58:16,24.312,75.762
12/09/2019,20:03:16,24.25,75.65
12/09/2019,20:08:16,24.25,75.65
12/09/2019,20:13:16,24.187,75.537
12/09/2019,20:18:16,24.312,75.762
12/09/2019,20:23:16,24.187,75.537
12/09/2019,20:28:16,24.312,75.762
12/09/2019,20:33:16,24.25,75.65
12/09/2019,20:38:16,24.312,75.762
12/09/2019,20:43:16,24.312,75.762
12/09/2019,20:48:16,24.187,75.537
12/09/2019,20:53:16,24.187,75.537
12/09/2019,20:58:16,24.187,75.537
12/09/2019,21:03:16,24.187,75.537
12/09/2019,21:08:16,24.25,75.65
12/09/2019,21:13:16,24.312,75.762
12/09/2019,21:18:16,24.25,75.65
12/09/2019,21:23:16,24.187,75.537
12/09/2019,21:28:16,24.0,75.2
12/09/2019,21:33:16,24.0,75.2
12/09/2019,21:38:16,23.875,74.975
12/09/2019,21:43:16,24.062,75.312
12/09/2019,21:48:16,23.937,75.087
12/09/2019,21:53:16,23.875,74.975
12/09/2019,21:58:16,24.0,75.2
12/09/2019,22:03:15,24.062,75.312
12/09/2019,22:08:15,24.062,75.312
12/09/2019,22:13:15,24.0,75.2
12/09/2019,22:18:15,23.812,74.862
12/09/2019,22:23:15,23.812,74.862
12/09/2019,22:28:15,23.687,74.637
12/09/2019,22:33:15,23.937,75.087
12/09/2019,22:38:15,23.875,74.975
12/09/2019,22:43:15,23.937,75.087
12/09/2019,22:48:15,23.875,74.975
12/09/2019,22:53:15,23.75,74.75
12/09/2019,22:58:15,23.812,74.862
12/09/2019,23:03:15,23.875,74.975
12/09/2019,23:08:15,23.937,75.087
12/09/2019,23:13:15,24.0,75.2
12/09/2019,23:18:15,24.0,75.2
12/09/2019,23:23:15,23.937,75.087
12/09/2019,23:28:15,24.062,75.312
12/09/2019,23:33:15,24.062,75.312
12/09/2019,23:38:15,23.937,75.087
12/09/2019,23:43:15,23.875,74.975
12/09/2019,23:48:15,23.875,74.975
12/09/2019,23:53:15,24.0,75.2
12/09/2019,23:58:15,24.062,75.312
12/10/2019,00:03:15,24.062,75.312
12/10/2019,00:08:15,24.125,75.425
12/10/2019,00:13:15,24.062,75.312
12/10/2019,00:18:15,24.062,75.312
12/10/2019,00:23:15,24.062,75.312
12/10/2019,00:28:15,24.125,75.425
12/10/2019,00:33:15,24.125,75.425
12/10/2019,00:38:15,24.125,75.425
12/10/2019,00:43:15,24.125,75.425
12/10/2019,00:48:15,24.0,75.2
12/10/2019,00:53:15,23.875,74.975
12/10/2019,00:58:15,24.0,75.2
12/10/2019,01:03:15,24.0,75.2
12/10/2019,01:08:15,24.0,75.2
12/10/2019,01:13:15,24.125,75.425
12/10/2019,01:18:15,24.062,75.312
12/10/2019,01:23:15,24.062,75.312
12/10/2019,01:28:15,24.187,75.537
12/10/2019,01:33:15,24.125,75.425
12/10/2019,01:38:15,24.062,75.312
12/10/2019,01:43:15,24.125,75.425
12/10/2019,01:48:14,24.062,75.312
12/10/2019,01:53:14,24.125,75.425
12/10/2019,01:58:14,24.125,75.425
12/10/2019,02:03:14,24.062,75.312
12/10/2019,02:08:14,23.812,74.862
12/10/2019,02:13:14,24.0,75.2
12/10/2019,02:18:15,24.062,75.312
12/10/2019,02:23:15,23.937,75.087
12/10/2019,02:28:15,24.062,75.312
12/10/2019,02:33:15,23.875,74.975
12/10/2019,02:38:15,23.812,74.862
12/10/2019,02:43:15,23.937,75.087
12/10/2019,02:48:15,23.937,75.087
12/10/2019,02:53:15,23.875,74.975
12/10/2019,02:58:15,23.875,74.975
12/10/2019,03:03:15,23.875,74.975
12/10/2019,03:08:15,24.0,75.2
12/10/2019,03:13:15,24.0,75.2
12/10/2019,03:18:15,24.0,75.2
12/10/2019,03:23:15,24.0,75.2
12/10/2019,03:28:15,24.0,75.2
12/10/2019,03:33:15,24.0,75.2
12/10/2019,03:38:15,23.937,75.087
12/10/2019,03:43:15,23.812,74.862
12/10/2019,03:48:15,23.937,75.087
12/10/2019,03:53:15,24.0,75.2
12/10/2019,03:58:15,24.062,75.312
12/10/2019,04:03:15,24.062,75.312
12/10/2019,04:08:15,24.125,75.425
12/10/2019,04:13:15,24.062,75.312
12/10/2019,04:18:15,24.062,75.312
12/10/2019,04:23:15,24.0,75.2
12/10/2019,04:28:15,24.062,75.312
12/10/2019,04:33:15,24.062,75.312
12/10/2019,04:38:15,24.062,75.312
12/10/2019,04:43:15,24.187,75.537
12/10/2019,04:48:15,24.125,75.425
12/10/2019,04:53:15,24.125,75.425
12/10/2019,04:58:15,24.125,75.425
12/10/2019,05:03:15,24.125,75.425
12/10/2019,05:08:15,24.125,75.425
12/10/2019,05:13:15,24.062,75.312
12/10/2019,05:18:15,24.062,75.312
12/10/2019,05:23:15,24.187,75.537
12/10/2019,05:28:15,24.062,75.312
12/10/2019,05:33:15,24.125,75.425
12/10/2019,05:38:15,24.125,75.425
12/10/2019,05:43:14,24.187,75.537
12/10/2019,05:48:14,24.062,75.312
12/10/2019,05:53:14,24.187,75.537
12/10/2019,05:58:14,24.125,75.425
12/10/2019,06:03:14,24.125,75.425
12/10/2019,06:08:14,24.062,75.312
12/10/2019,06:13:14,24.125,75.425
12/10/2019,06:18:14,24.125,75.425
12/10/2019,06:23:14,23.875,74.975
12/10/2019,06:28:14,24.0,75.2
12/10/2019,06:33:14,24.125,75.425
12/10/2019,06:38:14,24.062,75.312
12/10/2019,06:43:14,24.187,75.537
12/10/2019,06:48:14,24.0,75.2
12/10/2019,06:53:14,24.062,75.312
12/10/2019,06:58:14,24.062,75.312
12/10/2019,07:03:14,24.0,75.2
12/10/2019,07:08:14,24.062,75.312
12/10/2019,07:13:14,24.062,75.312
12/10/2019,07:18:14,24.125,75.425
12/10/2019,07:23:14,24.125,75.425
12/10/2019,07:28:14,24.25,75.65
12/10/2019,07:33:14,24.187,75.537
12/10/2019,07:38:14,24.312,75.762
12/10/2019,07:43:14,24.312,75.762
12/10/2019,07:48:14,24.312,75.762
12/10/2019,07:53:14,24.25,75.65
12/10/2019,07:58:14,24.312,75.762
12/10/2019,08:03:13,24.25,75.65
12/10/2019,08:08:13,24.312,75.762
12/10/2019,08:13:13,24.437,75.987
12/10/2019,08:18:13,24.375,75.875
12/10/2019,08:23:13,24.25,75.65
12/10/2019,08:28:13,24.25,75.65
12/10/2019,08:33:13,24.25,75.65
12/10/2019,08:38:13,24.312,75.762
12/10/2019,08:43:13,24.125,75.425
12/10/2019,08:48:13,24.187,75.537
12/10/2019,08:53:13,24.125,75.425
12/10/2019,08:58:13,24.25,75.65
12/10/2019,09:03:13,24.25,75.65
12/10/2019,09:08:13,24.312,75.762
12/10/2019,09:13:13,24.187,75.537
12/10/2019,09:18:13,24.312,75.762
12/10/2019,09:23:13,24.312,75.762
12/10/2019,09:28:13,24.375,75.875
12/10/2019,09:33:13,24.375,75.875
12/10/2019,09:38:13,24.312,75.762
12/10/2019,09:43:13,24.25,75.65
12/10/2019,09:48:13,24.25,75.65
12/10/2019,09:53:13,24.25,75.65
12/10/2019,09:58:13,24.125,75.425
12/10/2019,10:03:13,24.187,75.537
12/10/2019,10:08:13,24.25,75.65
12/10/2019,10:13:13,24.312,75.762
12/10/2019,10:18:13,24.25,75.65
12/10/2019,10:23:13,24.25,75.65
12/10/2019,10:28:13,24.25,75.65
12/10/2019,10:33:13,24.25,75.65
12/10/2019,10:38:12,24.187,75.537
12/10/2019,10:43:12,24.187,75.537
12/10/2019,10:48:12,24.25,75.65
12/10/2019,10:53:12,24.187,75.537
12/10/2019,10:58:13,24.25,75.65
12/10/2019,11:03:13,24.187,75.537
12/10/2019,11:08:13,24.187,75.537
12/10/2019,11:13:13,24.312,75.762
12/10/2019,11:18:13,24.25,75.65
12/10/2019,11:23:13,24.187,75.537
12/10/2019,11:28:13,24.187,75.537
12/10/2019,11:33:13,24.125,75.425
12/10/2019,11:38:13,24.187,75.537
12/10/2019,11:43:13,24.187,75.537
12/10/2019,11:48:13,24.125,75.425
12/10/2019,11:53:13,24.125,75.425
12/10/2019,11:58:13,24.125,75.425
12/10/2019,12:03:13,24.062,75.312
12/10/2019,12:08:13,24.0,75.2
12/10/2019,12:13:13,24.0,75.2
12/10/2019,12:18:13,24.0,75.2
12/10/2019,12:23:13,24.062,75.312
12/10/2019,12:28:13,24.062,75.312
12/10/2019,12:33:13,24.125,75.425
12/10/2019,12:38:13,24.062,75.312
12/10/2019,12:43:13,24.062,75.312
12/10/2019,12:48:13,24.0,75.2
12/10/2019,12:53:13,24.062,75.312
12/10/2019,12:58:13,24.062,75.312
12/10/2019,13:03:13,24.0,75.2
12/10/2019,13:08:13,24.0,75.2
12/10/2019,13:13:13,24.0,75.2
12/10/2019,13:18:13,23.937,75.087
12/10/2019,13:23:13,24.0,75.2
12/10/2019,13:28:13,24.0,75.2
12/10/2019,13:33:13,24.0,75.2
12/10/2019,13:38:13,23.937,75.087
12/10/2019,13:43:13,23.937,75.087
12/10/2019,13:48:13,23.937,75.087
12/10/2019,13:53:13,23.937,75.087
12/10/2019,13:58:13,24.0,75.2
12/10/2019,14:03:13,23.875,74.975
12/10/2019,14:08:12,23.937,75.087
12/10/2019,14:13:12,24.0,75.2
12/10/2019,14:18:12,23.875,74.975
12/10/2019,14:23:12,24.0,75.2
12/10/2019,14:28:12,23.937,75.087
12/10/2019,14:33:12,23.937,75.087
12/10/2019,14:38:12,23.937,75.087
12/10/2019,14:43:12,23.937,75.087
12/10/2019,14:48:12,23.937,75.087
12/10/2019,14:53:12,23.937,75.087
12/10/2019,14:58:12,24.0,75.2
12/10/2019,15:03:12,24.0,75.2
12/10/2019,15:08:12,24.0,75.2
12/10/2019,15:13:12,24.0,75.2
12/10/2019,15:18:12,24.0,75.2
12/10/2019,15:23:12,24.0,75.2
12/10/2019,15:28:12,23.937,75.087
12/10/2019,15:33:12,23.937,75.087
12/10/2019,15:38:12,24.0,75.2
12/10/2019,15:43:12,23.937,75.087
12/10/2019,15:48:12,23.937,75.087
12/10/2019,15:53:12,23.875,74.975
12/10/2019,15:58:12,23.937,75.087
12/10/2019,16:03:12,23.937,75.087
12/10/2019,16:08:12,23.875,74.975
12/10/2019,16:13:12,23.937,75.087
12/10/2019,16:18:12,23.937,75.087
12/10/2019,16:23:12,23.875,74.975
12/10/2019,16:28:12,23.875,74.975
12/10/2019,16:33:12,23.937,75.087
12/10/2019,16:38:12,23.875,74.975
12/10/2019,16:43:12,23.937,75.087
12/10/2019,16:48:12,23.937,75.087
12/10/2019,16:53:12,23.937,75.087
12/10/2019,16:58:12,24.0,75.2
12/10/2019,17:03:12,24.0,75.2
12/10/2019,17:08:12,23.875,74.975
12/10/2019,17:13:12,23.875,74.975
12/10/2019,17:18:12,23.937,75.087
12/10/2019,17:23:12,23.875,74.975
12/10/2019,17:28:12,23.875,74.975
12/10/2019,17:33:12,23.812,74.862
12/10/2019,17:38:12,23.812,74.862
12/10/2019,17:43:12,23.875,74.975
12/10/2019,17:48:12,23.875,74.975
12/10/2019,17:53:12,23.875,74.975
12/10/2019,17:58:12,23.812,74.862
12/10/2019,18:03:11,23.875,74.975
12/10/2019,18:08:11,23.812,74.862
12/10/2019,18:13:11,23.875,74.975
12/10/2019,18:18:11,23.812,74.862
12/10/2019,18:23:12,23.75,74.75
12/10/2019,18:28:12,23.75,74.75
12/10/2019,18:33:12,23.75,74.75
12/10/2019,18:38:12,23.75,74.75
12/10/2019,18:43:12,23.812,74.862
12/10/2019,18:48:12,23.812,74.862
12/10/2019,18:53:12,23.812,74.862
12/10/2019,18:58:12,23.75,74.75
12/10/2019,19:03:12,23.75,74.75
12/10/2019,19:08:12,23.812,74.862
12/10/2019,19:13:12,23.812,74.862
12/10/2019,19:18:12,23.75,74.75
12/10/2019,19:23:12,23.812,74.862
12/10/2019,19:28:12,23.812,74.862
12/10/2019,19:33:12,23.75,74.75
12/10/2019,19:38:12,23.875,74.975
12/10/2019,19:43:12,23.875,74.975
12/10/2019,19:48:12,23.812,74.862
12/10/2019,19:53:12,23.875,74.975
12/10/2019,19:58:12,23.75,74.75
12/10/2019,20:03:12,23.687,74.637
12/10/2019,20:08:12,23.75,74.75
12/10/2019,20:13:12,23.75,74.75
12/10/2019,20:18:12,23.75,74.75
12/10/2019,20:23:11,23.687,74.637
12/10/2019,20:28:11,23.812,74.862
12/10/2019,20:33:11,23.75,74.75
12/10/2019,20:38:11,23.75,74.75
12/10/2019,20:43:11,23.812,74.862
12/10/2019,20:48:11,23.75,74.75
12/10/2019,20:53:11,23.75,74.75
12/10/2019,20:58:11,23.812,74.862
12/10/2019,21:03:11,23.75,74.75
12/10/2019,21:08:11,23.875,74.975
12/10/2019,21:13:11,23.812,74.862
12/10/2019,21:18:11,23.875,74.975
12/10/2019,21:23:11,23.875,74.975
12/10/2019,21:28:11,23.812,74.862
12/10/2019,21:33:11,23.75,74.75
12/10/2019,21:38:11,23.875,74.975
12/10/2019,21:43:11,23.812,74.862
12/10/2019,21:48:11,23.812,74.862
12/10/2019,21:53:11,23.875,74.975
12/10/2019,21:58:11,23.75,74.75
12/10/2019,22:03:11,23.75,74.75
12/10/2019,22:08:11,23.812,74.862
12/10/2019,22:13:11,23.75,74.75
12/10/2019,22:18:11,23.75,74.75
12/10/2019,22:23:11,23.625,74.525
12/10/2019,22:28:11,23.75,74.75
12/10/2019,22:33:11,23.75,74.75
12/10/2019,22:38:11,23.812,74.862
12/10/2019,22:43:11,23.687,74.637
12/10/2019,22:48:11,23.625,74.525
12/10/2019,22:53:11,23.625,74.525
12/10/2019,22:58:11,23.687,74.637
12/10/2019,23:03:11,23.625,74.525
12/10/2019,23:08:11,23.562,74.412
12/10/2019,23:13:11,23.562,74.412
12/10/2019,23:18:11,23.625,74.525
12/10/2019,23:23:10,23.625,74.525
12/10/2019,23:28:10,23.625,74.525
12/10/2019,23:33:10,23.562,74.412
12/10/2019,23:38:10,23.687,74.637
12/10/2019,23:43:10,23.5,74.3
12/10/2019,23:48:10,23.625,74.525
12/10/2019,23:53:10,23.75,74.75
12/10/2019,23:58:10,23.625,74.525
12/11/2019,00:03:10,23.625,74.525
12/11/2019,00:08:10,23.75,74.75
12/11/2019,00:13:10,23.687,74.637
12/11/2019,00:18:10,23.625,74.525
12/11/2019,00:23:10,23.562,74.412
12/11/2019,00:28:10,23.625,74.525
12/11/2019,00:33:10,23.562,74.412
12/11/2019,00:38:10,23.562,74.412
12/11/2019,00:43:10,23.625,74.525
12/11/2019,00:48:10,23.75,74.75
12/11/2019,00:53:10,23.562,74.412
12/11/2019,00:58:10,23.5,74.3
12/11/2019,01:03:10,23.625,74.525
12/11/2019,01:08:10,23.562,74.412
12/11/2019,01:13:10,23.562,74.412
12/11/2019,01:18:10,23.562,74.412
12/11/2019,01:23:10,23.562,74.412
12/11/2019,01:28:11,23.687,74.637
12/11/2019,01:33:11,23.687,74.637
12/11/2019,01:38:11,23.562,74.412
12/11/2019,01:43:11,23.625,74.525
12/11/2019,01:48:11,23.687,74.637
12/11/2019,01:53:11,23.562,74.412
12/11/2019,01:58:11,23.5,74.3
12/11/2019,02:03:11,23.562,74.412
12/11/2019,02:08:11,23.687,74.637
12/11/2019,02:13:11,23.625,74.525
12/11/2019,02:18:11,23.687,74.637
12/11/2019,02:23:11,23.687,74.637
12/11/2019,02:28:11,23.75,74.75
12/11/2019,02:33:11,23.625,74.525
12/11/2019,02:38:11,23.625,74.525
12/11/2019,02:43:11,23.625,74.525
12/11/2019,02:48:11,23.687,74.637
12/11/2019,02:53:11,23.625,74.525
12/11/2019,02:58:11,23.625,74.525
12/11/2019,03:03:11,23.625,74.525
12/11/2019,03:08:11,23.625,74.525
12/11/2019,03:13:11,23.625,74.525
12/11/2019,03:18:11,23.562,74.412
12/11/2019,03:23:11,23.625,74.525
12/11/2019,03:28:10,23.562,74.412
12/11/2019,03:33:10,23.562,74.412
12/11/2019,03:38:10,23.562,74.412
12/11/2019,03:43:10,23.562,74.412
12/11/2019,03:48:10,23.687,74.637
12/11/2019,03:53:10,23.625,74.525
12/11/2019,03:58:10,23.687,74.637
12/11/2019,04:03:10,23.687,74.637
12/11/2019,04:08:10,23.562,74.412
12/11/2019,04:13:10,23.625,74.525
12/11/2019,04:18:10,23.625,74.525
12/11/2019,04:23:10,23.625,74.525
12/11/2019,04:28:10,23.562,74.412
12/11/2019,04:33:10,23.625,74.525
12/11/2019,04:38:10,23.687,74.637
12/11/2019,04:43:10,23.562,74.412
12/11/2019,04:48:10,23.5,74.3
12/11/2019,04:53:10,23.625,74.525
12/11/2019,04:58:10,23.562,74.412
